,price,kms_driven,owner,age,power,brand
3276,60000,4000,First Owner,4,150,Bajaj
3277,20000,25000,First Owner,7,100,Hero
3278,67000,30000,First Owner,5,150,Bajaj
3279,115000,3195,First Owner,4,250,Yamaha
3280,19000,18000,Second Owner,9,100,Hero
3281,107900,9767,First Owner,7,350,Royal Enfield
3282,115000,9100,First Owner,8,350,Royal Enfield
3283,41245,55000,First Owner,9,220,Bajaj
3284,97100,15000,First Owner,8,350,Royal Enfield
3285,105000,15000,First Owner,6,200,Bajaj
3286,125000,11500,First Owner,4,200,Bajaj
3287,45000,8800,First Owner,11,150,Yamaha
3288,21800,8000,First Owner,14,223,Hero
3289,29000,12972,First Owner,7,100,Hero
3290,34000,14494,First Owner,6,110,Hero
3298,56000,1745,First Owner,2,100,Hero
3299,155000,7800,First Owner,5,250,Benelli
3300,125000,20000,First Owner,5,500,Royal Enfield
3301,26500,17857,First Owner,6,100,Hero
3302,10500,60000,First Owner,13,150,Bajaj
3303,19000,13723,Second Owner,10,100,Hero
3304,115000,12288,First Owner,3,350,Royal Enfield
3305,65000,27500,First Owner,5,220,Bajaj
3306,100000,15428,First Owner,6,350,Royal Enfield
3307,21400,27000,First Owner,6,110,Mahindra
3308,89000,10000,First Owner,3,220,Bajaj
3309,89000,39000,First Owner,7,350,Royal Enfield
3310,88000,7150,First Owner,5,200,Bajaj
3311,48000,28081,Second Owner,6,220,Bajaj
3312,40000,48000,First Owner,7,150,Yamaha
3313,60000,12919,First Owner,5,150,Suzuki
3314,30000,27411,First Owner,12,150,Yamaha
3315,50000,10500,First Owner,5,220,Bajaj
3316,148000,19750,First Owner,5,390,KTM
3317,87000,7113,First Owner,3,160,Honda
3318,40000,31000,Second Owner,4,150,Bajaj
3319,17000,36849,First Owner,10,110,Honda
3320,100000,36000,First Owner,8,250,Honda
3321,30000,13223,First Owner,8,125,Bajaj
3322,105000,29000,First Owner,7,350,Royal Enfield
3323,12000,25000,First Owner,13,150,Bajaj
3324,85000,8000,First Owner,7,350,Royal Enfield
3325,39700,58000,First Owner,8,150,Honda
3329,124000,14407,First Owner,5,300,Mahindra
3330,120000,14354,First Owner,3,350,Royal Enfield
3331,33000,19365,First Owner,4,100,Hero
3332,120000,21000,First Owner,4,350,Royal Enfield
3333,85000,6821,First Owner,2,160,TVS
3334,38000,32800,First Owner,7,150,Bajaj
3335,75400,11200,First Owner,3,150,Suzuki
3336,115000,17000,First Owner,4,350,Royal Enfield
3337,89000,29235,Second Owner,6,500,Royal Enfield
3338,36000,24990,First Owner,4,100,Hero
3339,37000,22057,First Owner,5,125,Honda
3340,125000,33160,First Owner,3,350,Royal Enfield
3341,50000,13098,First Owner,6,220,Bajaj
3342,39000,48000,First Owner,7,220,Bajaj
3343,33000,30000,First Owner,5,150,Bajaj
3344,63823,28500,First Owner,5,180,TVS
3362,32000,15820,First Owner,3,100,TVS
3363,24000,20100,First Owner,10,100,Hero
3364,30000,27000,First Owner,6,110,TVS
3365,15000,52391,First Owner,15,125,Hero
3366,8000,44030,Second Owner,15,125,Suzuki
3367,35000,47000,Second Owner,8,125,Bajaj
3369,149700,4000,First Owner,3,350,Royal Enfield
3370,100000,20821,Second Owner,4,400,Bajaj
3371,80000,2985,First Owner,5,220,Bajaj
3372,80000,12025,First Owner,3,160,Honda
3384,27000,30633,Second Owner,10,220,Bajaj
3385,55000,29550,First Owner,6,220,Bajaj
3386,85000,7504,Second Owner,7,500,Royal Enfield
3387,55000,53000,First Owner,9,350,Royal Enfield
3388,188600,10838,First Owner,4,390,KTM
3397,44000,29000,Second Owner,6,200,Bajaj
3398,18000,403833,First Owner,15,125,Bajaj
3427,135000,32000,First Owner,7,390,KTM
3428,110000,30000,First Owner,5,300,Mahindra
3440,92000,14289,First Owner,2,160,TVS
3441,183000,4866,First Owner,4,390,KTM
3442,25000,51848,First Owner,8,110,Honda
3443,15000,7500,Second Owner,12,100,Hero
3444,25000,14524,First Owner,10,180,Bajaj
3445,135000,8000,First Owner,4,350,Royal Enfield
3446,89000,28395,First Owner,10,350,Royal Enfield
3447,112500,5300,First Owner,5,200,Bajaj
3448,68000,12642,First Owner,3,150,Bajaj
3449,23000,61889,First Owner,7,100,Hero
3450,125000,13192,First Owner,4,400,Bajaj
3451,140000,5740,First Owner,6,500,Royal Enfield
3452,68000,23511,First Owner,4,220,Bajaj
3453,105000,14300,First Owner,3,250,Yamaha
3454,70000,38214,First Owner,10,350,Royal Enfield
3455,40000,40323,First Owner,7,150,Honda
3456,121000,9650,First Owner,4,400,Bajaj
3457,42000,33000,Second Owner,8,200,Bajaj
3458,18000,24710,First Owner,11,150,Hero
3459,90000,19500,First Owner,6,350,Royal Enfield
3460,104000,12000,First Owner,5,200,Bajaj
3461,13000,62517,First Owner,13,100,Hero
3462,135000,11514,First Owner,3,500,Royal Enfield
3464,98000,19398,First Owner,7,500,Royal Enfield
3465,115000,21500,First Owner,4,200,Bajaj
3466,26000,80293,Second Owner,9,220,Bajaj
3467,55000,6500,First Owner,4,150,Bajaj
3468,81100,12400,First Owner,3,160,Bajaj
3469,17000,51411,First Owner,11,150,Bajaj
3470,140000,6000,Second Owner,4,300,Mahindra
3471,310000,11000,First Owner,4,302,Benelli
3472,47000,31500,First Owner,5,220,Bajaj
3473,36000,24234,First Owner,7,160,TVS
3474,165000,8300,First Owner,3,400,Bajaj
3480,58000,52500,First Owner,6,200,Bajaj
3481,78000,2200,First Owner,4,160,Honda
3482,65000,216000,First Owner,8,150,Yamaha
3483,74000,24000,First Owner,5,220,Bajaj
3484,36000,9200,First Owner,6,125,Bajaj
3485,36000,24000,Second Owner,7,150,Honda
3486,45000,18000,Second Owner,5,150,Suzuki
3495,17500,32849,First Owner,18,110,TVS
3496,18000,25000,First Owner,11,135,Bajaj
3497,43000,10224,First Owner,5,100,Hero
3498,58000,28435,First Owner,6,220,Bajaj
3499,35000,10000,First Owner,5,100,Hero
3500,38000,24533,First Owner,6,125,Honda
3501,62000,25000,First Owner,6,200,Bajaj
3502,150000,3800,First Owner,5,200,KTM
3503,42000,8094,First Owner,6,150,Bajaj
3504,135000,8000,First Owner,5,200,KTM
3505,52000,8100,Second Owner,5,223,Hero
3506,37900,26500,First Owner,6,125,Honda
3507,25000,25000,First Owner,9,100,Bajaj
3508,250000,3000,First Owner,4,390,KTM
3509,92000,4000,First Owner,4,200,TVS
3510,42000,28100,First Owner,8,150,Bajaj
3511,125000,8300,First Owner,5,350,Royal Enfield
3512,82000,42000,First Owner,7,150,Yamaha
3513,169100,21800,First Owner,5,390,KTM
3514,155000,2000,First Owner,5,410,Royal Enfield
3515,17000,32031,First Owner,11,100,TVS
3516,31000,26000,First Owner,7,110,Honda
3517,49500,5000,First Owner,5,110,Hero
3518,14500,39023,First Owner,14,100,Bajaj
3519,150000,4000,First Owner,5,500,Royal Enfield
3520,155551,3450,First Owner,4,350,Royal Enfield
3521,76000,7500,First Owner,5,220,Bajaj
3522,29700,39000,First Owner,8,150,Yamaha
3523,112200,40,First Owner,7,350,Royal Enfield
3524,29000,21000,First Owner,7,125,Bajaj
3526,63499,18000,First Owner,11,350,Royal Enfield
3529,135000,14357,First Owner,6,200,KTM
3530,25999,17000,First Owner,7,100,Bajaj
3531,52000,3200,First Owner,4,100,Hero
3532,53100,30000,First Owner,7,200,Bajaj
3533,145000,18000,First Owner,4,350,Royal Enfield
3534,105600,9700,First Owner,7,350,Royal Enfield
3535,50200,13500,First Owner,4,110,Hero
3536,137300,15200,First Owner,5,350,Royal Enfield
3537,34200,25000,First Owner,6,125,Bajaj
3538,52000,19400,First Owner,7,220,Bajaj
3539,18158,44000,First Owner,13,180,Bajaj
3540,79450,3500,First Owner,4,160,TVS
3541,75000,11800,First Owner,5,220,Bajaj
3542,32000,20000,First Owner,9,150,Yamaha
3543,56500,20000,First Owner,6,220,Bajaj
3544,36000,26700,First Owner,10,150,Hero
3558,65000,26000,First Owner,9,150,Yamaha
3559,100000,18973,First Owner,7,350,Royal Enfield
3560,40000,45426,First Owner,6,150,Suzuki
3561,200000,5600,First Owner,2,200,KTM
3562,18000,37230,First Owner,12,100,Bajaj
3563,48500,26008,First Owner,4,150,Hero
3564,28000,52800,First Owner,8,110,Hero
3565,190000,9560,First Owner,4,250,Hyosung
3566,65000,15048,Second Owner,8,150,Yamaha
3567,34000,23722,First Owner,4,125,Bajaj
3568,37000,9581,First Owner,5,150,Bajaj
3569,30000,36000,First Owner,11,150,Bajaj
3570,120000,9236,First Owner,4,200,Bajaj
3571,30000,50000,First Owner,6,150,Bajaj
3572,25000,41055,First Owner,10,100,Hero
3573,92000,26500,First Owner,5,200,Bajaj
3574,70000,11052,First Owner,3,220,Bajaj
3575,47000,35000,First Owner,6,150,Yamaha
3576,48000,64831,First Owner,5,180,TVS
3577,35300,40000,First Owner,8,220,Bajaj
3578,100000,25000,First Owner,4,400,Bajaj
3579,140000,9019,First Owner,3,400,Bajaj
3608,41500,12986,Second Owner,7,150,Yamaha
3609,139000,22000,First Owner,7,250,Hyosung
3610,125000,51600,First Owner,6,390,KTM
3611,60000,16984,First Owner,7,150,Yamaha
3616,117000,13600,First Owner,3,350,Royal Enfield
3617,36500,17400,First Owner,3,100,Hero
3618,110000,28000,First Owner,3,200,Bajaj
3619,56000,20012,First Owner,4,220,Bajaj
3620,95000,12107,First Owner,5,350,Royal Enfield
3621,108900,25660,First Owner,9,500,Royal Enfield
3622,165000,484,First Owner,3,200,KTM
3623,75000,20000,First Owner,3,200,TVS
3624,85000,32000,First Owner,7,350,Royal Enfield
3625,17000,69234,First Owner,11,135,Bajaj
3626,250000,9400,First Owner,6,300,Kawasaki
3627,86000,12398,First Owner,3,250,Yamaha
3628,32000,33142,First Owner,5,110,TVS
3629,15000,68000,First Owner,16,150,Bajaj
3630,32000,15948,First Owner,4,100,Hero
3631,35000,11197,First Owner,3,100,Hero
3632,145000,14717,First Owner,4,500,Royal Enfield
3633,43100,28000,First Owner,9,200,Bajaj
3634,25000,58000,First Owner,8,100,Hero
3635,35000,32377,First Owner,5,110,Honda
3636,47800,18000,First Owner,3,150,Bajaj
3637,11000,58000,Fourth Owner Or More,14,150,Bajaj
3638,35000,22230,First Owner,6,100,Hero
3639,126000,6000,First Owner,4,350,Royal Enfield
3640,24000,35838,First Owner,6,110,Hero
3641,41000,7737,First Owner,5,150,Yamaha
3642,20000,26896,First Owner,9,125,Bajaj
3643,48300,3100,First Owner,7,150,Honda
3644,47000,45000,Second Owner,7,220,Bajaj
3645,23000,18114,First Owner,7,100,Hero
3646,25000,56675,First Owner,7,100,Bajaj
3647,16500,56113,First Owner,11,150,Yamaha
3655,65800,45000,First Owner,13,350,Royal Enfield
3656,225000,9007,First Owner,5,250,Hyosung
3657,109000,27721,First Owner,7,350,Royal Enfield
3658,92100,4446,First Owner,2,150,Yamaha
3659,40000,29000,First Owner,5,150,Hero
3660,90000,27922,First Owner,6,350,Royal Enfield
3661,170000,19000,First Owner,5,250,Hyosung
3662,83000,9090,First Owner,4,150,Suzuki
3663,133600,5666,First Owner,4,400,Bajaj
3691,113900,19500,First Owner,5,350,Royal Enfield
3692,63400,50000,First Owner,11,350,Royal Enfield
3693,155000,8790,First Owner,4,250,KTM
3694,29000,26076,First Owner,6,125,Yamaha
3695,32000,26090,First Owner,7,110,Hero
3696,68100,26500,First Owner,9,250,Honda
3697,100000,8942,First Owner,7,350,Royal Enfield
3698,51000,70000,First Owner,5,150,Bajaj
3699,104600,14000,First Owner,5,350,Royal Enfield
3700,84000,2110,First Owner,2,150,Yamaha
3701,150000,9500,First Owner,3,400,Bajaj
3702,26000,23188,First Owner,8,125,Hero
3703,125600,16000,First Owner,4,350,Royal Enfield
3704,40000,30500,First Owner,5,150,Bajaj
3705,80000,10647,First Owner,6,200,Bajaj
3724,49000,38470,First Owner,5,220,Bajaj
3725,102000,16631,Second Owner,7,250,Honda
3726,25000,50000,First Owner,6,110,Honda
3727,10000,33520,First Owner,16,150,Bajaj
3728,10000,30800,First Owner,12,125,TVS
3729,80600,4800,First Owner,4,150,Suzuki
3730,20000,38210,First Owner,10,180,Bajaj
3737,25000,45878,First Owner,11,100,Hero
3738,59000,12362,First Owner,4,150,Bajaj
3739,55000,13000,First Owner,8,223,Hero
3740,175000,4500,First Owner,4,350,Royal Enfield
3741,142000,26000,First Owner,5,410,Royal Enfield
3742,136000,5738,First Owner,3,200,KTM
3743,37500,15426,First Owner,6,110,Honda
3744,49500,10623,First Owner,4,110,Hero
3745,120000,13500,First Owner,5,350,Royal Enfield
3746,48000,43003,First Owner,9,220,Bajaj
3747,105000,22000,First Owner,5,350,Royal Enfield
3748,126000,9000,First Owner,4,200,KTM
3749,127000,32000,First Owner,5,500,Royal Enfield
3750,90000,6772,First Owner,7,150,Yamaha
3751,55000,40958,Second Owner,10,150,Yamaha
3770,80000,6000,First Owner,4,150,Suzuki
3771,40000,8975,First Owner,7,150,Suzuki
3772,67000,3600,First Owner,5,150,Bajaj
3773,88000,720,First Owner,4,150,Suzuki
3774,135000,11767,First Owner,5,350,Royal Enfield
3775,66800,8000,First Owner,5,200,Bajaj
3776,97500,25000,First Owner,8,350,Royal Enfield
3777,60000,34000,First Owner,7,220,Bajaj
3778,65200,12000,First Owner,6,220,Bajaj
3779,35000,22000,First Owner,6,125,Honda
3780,38000,7708,First Owner,4,150,Bajaj
3781,13000,64323,First Owner,11,125,Honda
3782,119000,9000,Second Owner,5,410,Royal Enfield
3783,65000,30000,First Owner,11,350,Royal Enfield
3784,165000,22876,First Owner,3,410,Royal Enfield
3785,170000,26000,First Owner,3,500,Royal Enfield
3786,12000,36000,First Owner,18,150,TVS
3787,100000,13869,Second Owner,5,350,Royal Enfield
3788,80000,22000,First Owner,3,250,Yamaha
3789,160000,14000,First Owner,6,500,Royal Enfield
3790,75000,13000,First Owner,5,200,KTM
3791,50000,30000,First Owner,4,150,Yamaha
3792,149292,17564,First Owner,2,300,Mahindra
3793,56000,29339,Third Owner,6,150,Yamaha
3794,345000,10619,First Owner,6,750,Harley-Davidson
3795,112600,21000,First Owner,4,200,KTM
3796,75000,55000,First Owner,6,350,Royal Enfield
3797,121000,18000,First Owner,4,250,Yamaha
3807,70000,16880,Second Owner,2,160,Bajaj
3808,62000,56000,Second Owner,10,350,Royal Enfield
3809,20000,42000,Second Owner,14,135,Bajaj
3810,95000,16932,First Owner,7,350,Royal Enfield
3811,382000,10000,First Owner,7,750,Harley-Davidson
3812,28000,40000,Second Owner,11,220,Bajaj
3813,70000,21000,First Owner,12,350,Royal Enfield
3814,20999,75000,First Owner,14,125,Hero
3815,40000,38700,First Owner,9,220,Bajaj
3816,55200,11000,First Owner,4,150,Bajaj
3817,72300,4727,First Owner,3,160,Bajaj
3818,78500,20500,First Owner,8,350,Royal Enfield
3819,65000,27000,First Owner,3,160,Honda
3820,37000,11701,First Owner,8,150,Honda
3821,45000,18000,First Owner,3,100,Hero
3836,100000,26000,First Owner,6,350,Royal Enfield
3837,16900,19300,First Owner,8,125,Bajaj
3838,54000,40000,Third Owner,8,150,Yamaha
3839,80000,13600,First Owner,4,220,Bajaj
3841,20333,35000,First Owner,8,110,Honda
3842,42000,30862,First Owner,5,180,TVS
3843,47400,13000,First Owner,8,150,Honda
3855,100000,47313,First Owner,9,350,Royal Enfield
3856,138000,5457,First Owner,5,500,Royal Enfield
3857,80000,17000,Second Owner,9,350,Royal Enfield
3858,25000,20000,First Owner,11,125,Hero
3859,59000,16000,First Owner,5,150,Bajaj
3860,85000,15891,First Owner,4,150,Suzuki
3861,135000,17600,First Owner,7,500,Royal Enfield
3862,35000,31006,First Owner,5,150,Bajaj
3863,110000,7193,First Owner,4,350,Royal Enfield
3864,90000,10195,First Owner,5,350,Royal Enfield
3865,105000,8179,First Owner,3,350,Royal Enfield
3866,70000,25000,First Owner,4,150,Honda
3867,22000,19385,First Owner,6,100,Bajaj
3868,32000,12315,First Owner,5,150,Bajaj
3869,35000,1909,First Owner,4,125,Honda
3870,20000,48782,First Owner,11,160,TVS
3871,130000,22705,First Owner,5,500,Royal Enfield
3872,41000,36000,First Owner,5,150,Hero
3873,27000,20999,First Owner,8,100,Hero
3874,47000,18415,First Owner,8,150,Yamaha
3875,31000,23019,First Owner,4,100,Bajaj
3876,23000,16230,First Owner,9,160,TVS
3877,37000,23691,First Owner,6,125,Honda
3878,15000,19170,First Owner,11,100,Bajaj
3879,22000,16592,First Owner,6,100,TVS
3880,38000,11408,First Owner,3,100,Bajaj
3881,33000,13478,First Owner,3,110,Bajaj
3882,55000,4195,First Owner,2,100,Hero
3883,22000,11381,First Owner,7,100,Hero
3884,45000,15665,First Owner,7,220,Bajaj
3885,79999,9200,First Owner,3,150,Suzuki
3886,61700,21000,First Owner,4,220,Bajaj
3887,40000,30711,Second Owner,9,200,Bajaj
3888,40000,32000,First Owner,6,150,Suzuki
3898,32000,15898,First Owner,5,100,Hero
3899,32000,25130,First Owner,5,100,Hero
3900,32000,9338,First Owner,5,100,Hero
3901,32000,25430,First Owner,7,100,Hero
3902,32000,36080,First Owner,11,223,Hero
3903,32000,16271,First Owner,5,100,Hero
3904,51000,18314,First Owner,7,160,TVS
3905,50000,22932,Second Owner,9,160,TVS
3906,50000,18229,First Owner,5,160,TVS
3907,47000,26000,First Owner,8,160,TVS
3908,38000,27350,First Owner,8,150,Bajaj
3909,38000,9370,First Owner,8,220,Bajaj
3910,37000,17663,First Owner,3,100,Bajaj
3911,36000,12000,First Owner,3,125,Bajaj
3912,35000,33505,First Owner,3,100,Bajaj
3913,35000,19374,First Owner,4,100,Bajaj
3914,34000,9660,First Owner,3,100,Bajaj
3915,34000,13000,First Owner,11,180,Bajaj
3916,34000,18000,First Owner,8,150,Bajaj
3917,21000,22681,First Owner,8,110,Mahindra
3918,30000,28785,First Owner,10,160,TVS
3919,29000,7000,First Owner,10,110,TVS
3920,26500,2342,First Owner,9,110,TVS
3921,180000,2000,First Owner,2,200,KTM
3922,26000,24000,First Owner,7,110,TVS
3923,23000,26802,First Owner,8,100,TVS
3924,38000,24956,First Owner,5,100,Hero
3925,38000,18945,First Owner,6,100,Hero
3926,37000,37880,First Owner,4,100,Hero
3927,35000,22061,First Owner,4,125,Honda
3928,35000,23298,First Owner,5,125,Honda
3929,34000,22430,First Owner,4,125,Honda
3930,49000,16152,First Owner,3,100,Hero
3931,49000,5469,First Owner,3,100,Hero
3932,48000,15000,First Owner,3,125,Hero
3933,46000,60078,First Owner,3,110,Hero
3934,45000,36344,First Owner,5,100,Hero
3935,31000,9000,First Owner,4,110,TVS
3936,70000,28112,First Owner,4,150,Suzuki
3937,19000,21878,First Owner,11,150,Yamaha
3938,20000,66386,First Owner,16,150,Bajaj
3939,33000,15127,First Owner,3,100,Bajaj
3940,155000,12900,First Owner,6,390,KTM
3941,20000,9100,First Owner,13,150,Honda
3942,52000,12322,First Owner,2,110,Honda
3943,60000,24000,First Owner,5,150,Suzuki
3944,14000,82289,First Owner,11,100,Bajaj
3945,18000,39363,First Owner,12,100,Bajaj
3946,90000,1406,First Owner,2,200,Hero
3947,29000,20440,First Owner,11,220,Bajaj
3948,80000,2700,First Owner,2,160,Bajaj
3949,15000,11065,Second Owner,12,100,Bajaj
3950,62000,2259,First Owner,2,125,Honda
3951,23000,29530,First Owner,4,100,Bajaj
3952,21000,18330,First Owner,10,135,Bajaj
3953,32000,21588,First Owner,5,150,Bajaj
3954,45000,21580,First Owner,7,150,Yamaha
3955,50000,18516,First Owner,3,150,Bajaj
3956,30000,21522,First Owner,5,100,Hero
3957,19800,18100,First Owner,11,100,Hero
3958,81300,25000,Second Owner,9,350,Royal Enfield
3959,50200,10000,First Owner,5,200,Bajaj
3960,35000,40271,First Owner,8,150,Yamaha
3961,40000,23800,First Owner,6,180,Bajaj
3962,33000,10051,First Owner,5,150,Bajaj
3963,47000,7787,First Owner,4,160,TVS
3964,25000,16803,First Owner,6,100,Hero
3965,32000,33487,First Owner,13,150,Yamaha
3966,39000,6000,First Owner,3,110,Bajaj
3967,33000,18204,First Owner,6,160,TVS
3968,50000,18235,First Owner,5,220,Bajaj
3969,90000,15255,First Owner,3,150,Suzuki
3970,35000,46000,First Owner,11,125,Honda
3971,22000,26083,First Owner,8,110,Hero
3972,43000,11930,First Owner,7,200,Bajaj
3973,28500,18748,First Owner,8,150,Yamaha
3974,31000,16789,First Owner,5,110,Honda
3975,24000,15780,First Owner,5,100,Bajaj
3976,24000,18710,First Owner,7,100,Bajaj
3977,24000,35720,First Owner,9,125,Bajaj
3978,23000,22173,First Owner,5,100,Bajaj
3979,23000,17904,First Owner,6,100,Bajaj
3980,23000,10597,First Owner,5,100,Bajaj
3981,22000,47853,First Owner,9,100,Bajaj
3982,21000,44770,First Owner,11,150,Bajaj
3983,19000,36526,First Owner,9,125,Bajaj
3984,18000,28709,First Owner,16,100,Bajaj
3985,16000,55000,First Owner,13,100,Bajaj
3986,16000,32791,First Owner,12,100,Bajaj
3987,31500,48568,Second Owner,10,223,Hero
3988,31500,18652,First Owner,8,110,Hero
3989,31000,17405,First Owner,6,100,Hero
3990,30500,22598,First Owner,8,100,Hero
3991,14000,21999,First Owner,14,100,Hero
3992,12000,35000,First Owner,15,100,Hero
3993,48500,28135,First Owner,7,220,Bajaj
3994,44000,42500,First Owner,7,220,Bajaj
3995,26000,17000,First Owner,11,125,Hero
3996,26000,19617,First Owner,6,100,Hero
3997,26000,13000,First Owner,10,100,Hero
3998,26000,14882,First Owner,7,100,Hero
3999,27000,25501,First Owner,6,100,Hero
4000,27000,17507,First Owner,7,100,Hero
4001,27000,20000,First Owner,7,100,Hero
4002,29500,18197,First Owner,5,100,Hero
4003,29000,20481,First Owner,15,100,Hero
4004,57000,1000,First Owner,3,125,Honda
4005,100000,21548,First Owner,5,300,Mahindra
4006,29500,18000,First Owner,10,100,Hero
4007,28000,13060,First Owner,10,100,Hero
4008,26500,20385,First Owner,10,100,Hero
4009,23000,21332,First Owner,10,100,Hero
4010,21000,20859,First Owner,10,100,Hero
4011,20500,48412,First Owner,9,100,Hero
4012,145000,19000,First Owner,5,250,Benelli
4013,60000,10212,First Owner,3,150,Bajaj
4014,60000,17962,First Owner,5,220,Bajaj
